Date,LastPrice,ShareOut,MarketCap,EPS,EPSTTM,PER,BVPS,PBV,ROA%,ROE%,EV,EBITDA,EV/EBITDA,D/E,Debt/Totalcap,Debt/EBITDA
2020-03-31,57.0,257000000.0,14649000000.0,2.8988326848249026,5.931782171697176,9.609253736923959,21.85603112840467,2.607975787787075,9.883907382464242,44.29433745329118,15607000000.0,776000000.0,20.112113402061855,2.8669157803966656,0.267578947368421,1.6378865979381443
2020-04-30,76.73,257000000.0,19719610000.0,2.8988326848249026,5.931782171697176,12.935404197090795,21.85603112840467,3.510701442050917,9.883907382464242,44.29433745329118,20677610000.0,776000000.0,26.64640463917526,2.8669157803966656,0.267578947368421,1.6378865979381443
2020-05-29,78.09,258000000.0,20147220000.0,0.6162790697674418,5.555551878168737,14.056209304221387,21.26356589147287,3.6724790375501275,9.195770586350529,42.08211143695015,21522220000.0,235000000.0,91.58391489361702,2.967448680351906,0.4272757809875714,10.825531914893617
2020-06-30,87.27,258000000.0,22515660000.0,0.6162790697674418,5.555551878168737,15.708610397994626,21.26356589147287,4.104203426904848,9.195770586350529,42.08211143695015,23890660000.0,235000000.0,101.6623829787234,2.967448680351906,0.4272757809875714,10.825531914893617
2020-07-31,99.59,258000000.0,25694220000.0,0.6162790697674418,5.555551878168737,17.92621186589074,21.26356589147287,4.6835982500911415,9.195770586350529,42.08211143695015,27069220000.0,235000000.0,115.18817021276595,2.967448680351906,0.4272757809875714,10.825531914893617
2020-08-31,110.91,258000000.0,28614780000.0,1.5155038759689923,6.172942546590559,17.96712008299151,24.04263565891473,4.613054973399968,7.48985944722196,38.86441507586882,31824780000.0,369000000.0,86.2460162601626,3.6708272148800782,0.3203592814371258,5.219512195121951
2020-09-30,111.29,258000000.0,28712820000.0,1.5155038759689923,6.172942546590559,18.02867905541543,24.04263565891473,4.628860228921489,7.48985944722196,38.86441507586882,31922820000.0,369000000.0,86.51170731707317,3.6708272148800782,0.3203592814371258,5.219512195121951
2020-10-30,111.55,258000000.0,28779900000.0,1.5155038759689923,6.172942546590559,18.070798352337057,24.04263565891473,4.6396743511204255,7.48985944722196,38.86441507586882,31989900000.0,369000000.0,86.69349593495934,3.6708272148800782,0.3203592814371258,5.219512195121951
2020-11-30,108.8,258944852.0,28173199897.6,3.151250135685262,8.181865766246597,13.297700440019762,17.71419653478958,6.1419664045345534,11.071484764252373,46.0213647264007,32304199897.6,1052000000.0,30.707414351330797,3.1567473294092,0.22907563025210084,1.2956273764258555
2020-12-31,99.79,258944852.0,25840106781.08,3.151250135685262,8.181865766246597,12.196484622330626,17.71419653478958,5.6333348116590365,11.071484764252373,46.0213647264007,29971106781.08,1052000000.0,28.4896452291635,3.1567473294092,0.22907563025210084,1.2956273764258555
2021-01-29,108.82,258944852.0,28178378794.64,3.151250135685262,8.181865766246597,13.300144870247706,17.71419653478958,6.143095442476564,11.071484764252373,46.0213647264007,32309378794.64,1052000000.0,30.712337257262355,3.1567473294092,0.22907563025210084,1.2956273764258555
2021-02-26,100.35,258944852.0,25985115898.199997,3.151250135685262,8.181865766246597,12.264928668713079,17.71419653478958,5.664947874035317,11.071484764252373,46.0213647264007,30116115898.199997,1052000000.0,28.627486595247145,3.1567473294092,0.22907563025210084,1.2956273764258555
2021-03-16,113.45,258944852.0,29377293459.4,3.151250135685262,8.181865766246597,13.86603046801693,17.71419653478958,6.404467726051886,11.071484764252373,46.0213647264007,33508293459.4,1052000000.0,31.851989980418253,3.1567473294092,0.22907563025210084,1.2956273764258555
